strain	cluster
USA/WA-UW-1917/2020	137
USA/WA-S2865/2020	138
USA/WA-S2892/2020	138
USA/WA-S2724/2020	139
USA/WA-S2728/2020	139
USA/WA-S2831/2020	140
USA/WA-S2871/2020	140
USA/WA-S2870/2020	140
USA/WA-S2873/2020	140
USA/WA-S2872/2020	140
USA/WA-S2874/2020	140
USA/WA-UW-1586/2020	141
USA/WA-UW-1552/2020	142
USA/WA-S712/2020	143
USA/WA-UW-12162/2020	144
USA/WA-UW-13045/2020	145
USA/WA-UW-13047/2020	145
USA/WA-UW-11602/2020	146
USA/WA-UW-21728/2020	147
USA/WA-S2777/2020	147
USA/WA-UW-11098/2020	148
USA/WA-UW194/2020	149
USA/WA-UW-1775/2020	149
USA/WA-UW-21736/2020	150
USA/WA-UW-4015/2020	151
USA/WA-S1295/2020	152
USA/WA-S1463/2020	152
USA/WA-S1468/2020	152
USA/WA-S1294/2020	152
USA/WA-S1293/2020	152
USA/WA-S1292/2020	152
USA/WA-S2011/2020	152
USA/WA-S1462/2020	152
USA/WA-S1723/2020	152
USA/WA-S1724/2020	152
USA/WA-S1786/2020	152
USA/WA-S1785/2020	152
USA/WA-S1276/2020	153
USA/WA-S2036/2020	153
USA/WA-S1777/2020	153
USA/WA-S1062/2020	154
USA/WA-S1069/2020	154
USA/WA-S1020/2020	154
USA/WA-S2339/2020	155
USA/WA-S2696/2020	155
USA/WA-S1922/2020	155
USA/WA-S1779/2020	155
USA/WA-S2264/2020	155
USA/WA-UW-22346/2020	155
USA/WA-UW-22451/2020	155
USA/WA-UW-12641/2020	155
USA/WA-S2685/2020	155
USA/WA-S1965/2020	155
USA/WA-S2223/2020	155
USA/WA-S2511/2020	155
USA/WA-UW-10681/2020	155
USA/WA-S2238/2020	155
USA/WA-S1923/2020	155
USA/WA-S2273/2020	155
USA/WA-S1924/2020	155
USA/WA-S1921/2020	155
USA/WA-S2277/2020	155
USA/WA-S2275/2020	155
USA/WA-S2276/2020	155
USA/WA-S2686/2020	155
USA/WA-S2280/2020	155
USA/WA-S2274/2020	155
USA/WA-S2272/2020	155
USA/WA-UW-22348/2020	155
USA/WA-S2727/2020	155
USA/WA-S860/2020	156
USA/WA-UW-11562/2020	157
USA/WA-UW-11072/2020	157
USA/WA-S2718/2020	157
USA/WA-S1523/2020	158
USA/WA-S1579/2020	158
USA/WA-S1165/2020	158
USA/WA-S962/2020	158
USA/WA-S788/2020	158
USA/WA-S649/2020	158
USA/WA-S1200/2020	158
USA/WA-S1228/2020	158
USA/WA-S1795/2020	158
USA/WA-S1003/2020	158
USA/WA-S669/2020	158
USA/WA-S2163/2020	158
USA/WA-S1728/2020	158
USA/WA-S1837/2020	158
USA/WA-S993/2020	158
USA/WA-S2395/2020	158
USA/WA-S2677/2020	158
USA/WA-S1325/2020	158
USA/WA-S1534/2020	158
USA/WA-S1633/2020	158
USA/WA-UW-11709/2020	158
USA/WA-UW-11459/2020	158
USA/WA-S2759/2020	158
USA/WA-S2757/2020	158
USA/WA-S2758/2020	158
USA/WA-UW-11703/2020	158
USA/WA-S2765/2020	158
USA/WA-S2771/2020	158
USA/WA-S2788/2020	158
USA/WA-S2731/2020	158
USA/WA-S2730/2020	158
USA/WA-UW-21723/2020	158
USA/WA-UW-26488/2020	158
USA/WA-UW-11290/2020	158
USA/WA-UW-11350/2020	158
USA/WA-UW-12521/2020	158
USA/WA-UW-12626/2020	158
USA/WA-UW-23299/2020	158
USA/WA-UW-23476/2020	158
USA/WA-S2462/2020	158
USA/WA-S1708/2020	158
USA/WA-S2183/2020	158
USA/WA-S1667/2020	158
USA/WA-S2025/2020	158
USA/WA-S2089/2020	158
USA/WA-S2088/2020	158
USA/WA-S1594/2020	158
USA/WA-S2585/2020	158
USA/WA-S2004/2020	158
USA/WA-S2012/2020	158
USA/WA-S2305/2020	158
USA/WA-S2484/2020	158
USA/WA-S2498/2020	158
USA/WA-S2594/2020	158
USA/WA-UW-23126/2020	158
USA/WA-S2445/2020	158
USA/WA-S2250/2020	158
USA/WA-S1981/2020	158
USA/WA-S2218/2020	158
USA/WA-S2190/2020	158
USA/WA-S2239/2020	158
USA/WA-S2219/2020	158
USA/WA-S1308/2020	158
USA/WA-S2174/2020	158
USA/WA-S1305/2020	158
USA/WA-S1494/2020	158
USA/WA-S1818/2020	158
USA/WA-S2354/2020	158
USA/WA-S1569/2020	158
USA/WA-S1573/2020	158
USA/WA-S1348/2020	158
USA/WA-S1417/2020	158
USA/WA-S1408/2020	158
USA/WA-S1950/2020	158
USA/WA-S1719/2020	158
USA/WA-S1847/2020	158
USA/WA-S1839/2020	158
USA/WA-S1722/2020	158
USA/WA-S1240/2020	158
USA/WA-S1373/2020	158
USA/WA-S1891/2020	158
USA/WA-S2335/2020	158
USA/WA-S2334/2020	158
USA/WA-S2170/2020	158
USA/WA-S2159/2020	158
USA/WA-S2203/2020	158
USA/WA-S2379/2020	158
USA/WA-S2605/2020	158
USA/WA-S2003/2020	158
USA/WA-S2240/2020	158
USA/WA-S2258/2020	158
USA/WA-S2507/2020	158
USA/WA-S2506/2020	158
USA/WA-S1942/2020	158
USA/WA-S1988/2020	158
USA/WA-S2368/2020	158
USA/WA-S2220/2020	158
USA/WA-S2172/2020	158
USA/WA-S1226/2020	158
USA/WA-S1239/2020	158
USA/WA-S2168/2020	158
USA/WA-S2169/2020	158
USA/WA-S1284/2020	158
USA/WA-S1338/2020	158
USA/WA-S1115/2020	158
USA/WA-S1451/2020	158
USA/WA-S1475/2020	158
USA/WA-S1478/2020	158
USA/WA-S1230/2020	158
USA/WA-S1232/2020	158
USA/WA-S1415/2020	158
USA/WA-S1419/2020	158
USA/WA-S1525/2020	158
USA/WA-S1842/2020	158
USA/WA-S1720/2020	158
USA/WA-S2194/2020	158
USA/WA-S2079/2020	158
USA/WA-S2065/2020	158
USA/WA-S1442/2020	158
USA/WA-S1164/2020	158
USA/WA-UW-10250/2020	158
USA/WA-S1496/2020	158
USA/WA-S1775/2020	158
USA/WA-S1329/2020	158
USA/WA-S1327/2020	158
USA/WA-S1263/2020	158
USA/WA-S1347/2020	158
USA/WA-S1285/2020	158
USA/WA-S1278/2020	158
USA/WA-S1358/2020	158
USA/WA-S1416/2020	158
USA/WA-S1412/2020	158
USA/WA-S1399/2020	158
USA/WA-S1400/2020	158
USA/WA-S1439/2020	158
USA/WA-S1495/2020	158
USA/WA-S1386/2020	158
USA/WA-S1450/2020	158
USA/WA-S1732/2020	158
USA/WA-S1832/2020	158
USA/WA-S1774/2020	158
USA/WA-S1767/2020	158
USA/WA-S1752/2020	158
USA/WA-S1778/2020	158
USA/WA-S1791/2020	158
USA/WA-S2010/2020	158
USA/WA-S2411/2020	158
USA/WA-S2458/2020	158
USA/WA-S2607/2020	158
USA/WA-S2396/2020	158
USA/WA-S1265/2020	158
USA/WA-S1264/2020	158
USA/WA-S904/2020	158
USA/WA-S1547/2020	158
USA/WA-S1661/2020	158
USA/WA-S2263/2020	158
USA/WA-S1910/2020	158
USA/WA-S1608/2020	158
USA/WA-S1427/2020	158
USA/WA-S1598/2020	158
USA/WA-S1237/2020	158
USA/WA-S1241/2020	158
USA/WA-S1694/2020	158
USA/WA-S1650/2020	158
USA/WA-S2037/2020	158
USA/WA-S1103/2020	158
USA/WA-OHSU-0366/2020	158
USA/WA-S2188/2020	158
USA/WA-S1989/2020	158
USA/WA-S2257/2020	158
USA/WA-S2106/2020	158
USA/WA-S1558/2020	158
USA/WA-S1586/2020	158
USA/WA-S1585/2020	158
USA/WA-S1701/2020	158
USA/WA-S1698/2020	158
USA/WA-S1702/2020	158
USA/WA-S1983/2020	158
USA/WA-S1979/2020	158
USA/WA-S2287/2020	158
USA/WA-S2087/2020	158
USA/WA-S1512/2020	158
USA/WA-S1843/2020	158
USA/WA-S1614/2020	158
USA/WA-UW-10531/2020	158
USA/WA-S2024/2020	158
USA/WA-S1615/2020	158
USA/WA-UW-10381/2020	158
USA/WA-S2013/2020	158
USA/WA-S1762/2020	158
USA/WA-S1606/2020	158
USA/WA-S1357/2020	158
USA/WA-UW-19291/2020	158
USA/WA-UW-13242/2020	158
USA/WA-UW-23342/2020	158
USA/WA-S2785/2020	158
USA/WA-S2111/2020	158
USA/WA-S2145/2020	158
USA/WA-S2282/2020	158
USA/WA-S2112/2020	158
USA/WA-S1713/2020	158
USA/WA-S1712/2020	158
USA/WA-S1725/2020	158
USA/WA-S1545/2020	158
USA/WA-S2182/2020	158
USA/WA-S2434/2020	158
USA/WA-S1877/2020	158
USA/WA-S1919/2020	158
USA/WA-S2244/2020	158
USA/WA-S1653/2020	158
USA/WA-S1827/2020	158
USA/WA-S1810/2020	158
USA/WA-S2255/2020	158
USA/WA-S1915/2020	158
USA/WA-S2632/2020	158
USA/WA-S2096/2020	158
USA/WA-S2086/2020	158
USA/WA-S2094/2020	158
USA/WA-S2095/2020	158
USA/WA-S2433/2020	158
USA/WA-S2487/2020	158
USA/WA-S2616/2020	158
USA/WA-S2539/2020	158
USA/WA-S1726/2020	158
USA/WA-S1730/2020	158
USA/WA-S2614/2020	158
USA/WA-S1544/2020	158
USA/WA-S1548/2020	158
USA/WA-S1546/2020	158
USA/WA-S1549/2020	158
USA/WA-S1543/2020	158
USA/WA-S1727/2020	158
USA/WA-S1788/2020	158
USA/WA-S1894/2020	158
USA/WA-S1909/2020	158
USA/WA-S1896/2020	158
USA/WA-S2081/2020	158
USA/WA-S2123/2020	158
USA/WA-S2448/2020	158
USA/WA-S2676/2020	158
USA/WA-S1902/2020	158
USA/WA-S1315/2020	158
USA/WA-S2296/2020	158
USA/WA-S1552/2020	158
USA/WA-S2180/2020	158
USA/WA-S2104/2020	158
USA/WA-S1844/2020	158
USA/WA-UW-23193/2020	158
USA/WA-S1654/2020	158
USA/WA-S1599/2020	158
USA/WA-UW-21771/2020	158
USA/WA-UW-10818/2020	158
USA/WA-UW-22491/2020	158
USA/WA-UW-11636/2020	158
USA/WA-S1222/2020	158
USA/WA-S1223/2020	158
USA/WA-S1221/2020	158
USA/WA-S1971/2020	158
USA/WA-S1693/2020	158
USA/WA-S1797/2020	158
USA/WA-S1852/2020	158
USA/WA-S2410/2020	158
USA/WA-S1454/2020	158
USA/WA-S1448/2020	158
USA/WA-S1668/2020	158
USA/WA-S1601/2020	158
USA/WA-S1491/2020	158
USA/WA-S1890/2020	158
USA/WA-S1626/2020	158
USA/WA-S1829/2020	158
USA/WA-S2149/2020	158
USA/WA-S2171/2020	158
USA/WA-S2148/2020	158
USA/WA-S2150/2020	158
USA/WA-S1274/2020	158
USA/WA-S1977/2020	158
USA/WA-S1908/2020	158
USA/WA-S1895/2020	158
USA/WA-S2166/2020	158
USA/WA-S2178/2020	158
USA/WA-S2185/2020	158
USA/WA-S1789/2020	158
USA/WA-S2164/2020	158
USA/WA-S2161/2020	158
USA/WA-S1631/2020	158
USA/WA-S1632/2020	158
USA/WA-S1604/2020	158
USA/WA-S1766/2020	158
USA/WA-S1211/2020	158
USA/WA-S1672/2020	158
USA/WA-S1311/2020	158
USA/WA-S1612/2020	158
USA/WA-S1498/2020	158
USA/WA-S2516/2020	158
USA/WA-S2517/2020	158
USA/WA-S1666/2020	158
USA/WA-S1747/2020	158
USA/WA-UW-10189/2020	158
USA/WA-S1576/2020	158
USA/WA-S1613/2020	158
USA/WA-S1611/2020	158
USA/WA-S1600/2020	158
USA/WA-S1763/2020	158
USA/WA-S1772/2020	158
USA/WA-S1574/2020	158
USA/WA-S1649/2020	158
USA/WA-S1583/2020	158
USA/WA-S1589/2020	158
USA/WA-S1510/2020	158
USA/WA-UW-10654/2020	158
USA/WA-S1734/2020	158
USA/WA-S1956/2020	158
USA/WA-S1769/2020	158
USA/WA-UW-12164/2020	158
USA/WA-S1526/2020	158
USA/WA-S2810/2020	158
USA/WA-S1770/2020	158
USA/WA-S1492/2020	158
USA/WA-S1916/2020	158
USA/WA-S1685/2020	158
USA/WA-UW-13319/2020	158
USA/WA-S2268/2020	158
USA/WA-S2327/2020	158
USA/WA-UW-11280/2020	158
USA/WA-UW-22360/2020	158
USA/WA-S2738/2020	158
USA/WA-UW-10697/2020	158
USA/WA-S2592/2020	158
USA/WA-S2496/2020	158
USA/WA-S2627/2020	158
USA/WA-S2697/2020	158
USA/WA-S2694/2020	158
USA/WA-S2692/2020	158
USA/WA-S2693/2020	158
USA/WA-S2705/2020	158
USA/WA-S2695/2020	158
USA/WA-S1567/2020	158
USA/WA-S1505/2020	158
USA/WA-S1316/2020	158
USA/WA-S1314/2020	158
USA/WA-S1696/2020	158
USA/WA-S2683/2020	158
USA/WA-S2412/2020	158
USA/WA-S2662/2020	158
USA/WA-S2056/2020	158
USA/WA-S2093/2020	158
USA/WA-S2333/2020	158
USA/WA-S2078/2020	158
USA/WA-UW-22426/2020	158
USA/WA-UW-21746/2020	158
USA/WA-S1591/2020	158
USA/WA-S1587/2020	158
USA/WA-S2515/2020	158
USA/WA-S2568/2020	158
USA/WA-S1418/2020	158
USA/WA-S2139/2020	158
USA/WA-S2217/2020	158
USA/WA-S2325/2020	158
USA/WA-S2457/2020	158
USA/WA-S2441/2020	158
USA/WA-S2491/2020	158
USA/WA-S2357/2020	158
USA/WA-S1571/2020	158
USA/WA-S1709/2020	158
USA/WA-S2490/2020	158
USA/WA-UW-10380/2020	158
USA/WA-UW-11576/2020	158
USA/WA-UW-22496/2020	158
USA/WA-S1256/2020	158
USA/WA-S1883/2020	158
USA/WA-S1560/2020	158
USA/WA-S1218/2020	158
USA/WA-S2197/2020	158
USA/WA-S1596/2020	158
USA/WA-S2221/2020	158
USA/WA-S2492/2020	158
USA/WA-S2246/2020	158
USA/WA-S1970/2020	158
USA/WA-S2247/2020	158
USA/WA-S2193/2020	158
USA/WA-S2408/2020	158
USA/WA-S1960/2020	158
USA/WA-S2254/2020	158
USA/WA-S2209/2020	158
USA/WA-S2340/2020	158
USA/WA-S2313/2020	158
USA/WA-S2388/2020	158
USA/WA-S2419/2020	158
USA/WA-S1815/2020	158
USA/WA-S1901/2020	158
USA/WA-S2241/2020	158
USA/WA-S2435/2020	158
USA/WA-S2689/2020	158
USA/WA-S1286/2020	158
USA/WA-S1231/2020	158
USA/WA-UW-11076/2020	158
USA/WA-UW-11074/2020	158
USA/WA-S1822/2020	158
USA/WA-S1823/2020	158
USA/WA-UW-11918/2020	158
USA/WA-UW-12097/2020	158
USA/WA-UW-12822/2020	158
USA/WA-UW-13233/2020	158
USA/WA-UW-13288/2020	158
USA/WA-UW-12570/2020	158
USA/WA-UW-22848/2020	158
USA/WA-UW-22791/2020	158
USA/WA-UW-23378/2020	158
USA/WA-UW-11455/2020	158
USA/WA-UW-13234/2020	158
USA/WA-S2913/2020	158
USA/WA-UW-22228/2020	158
USA/WA-S2866/2020	158
USA/WA-S2869/2020	158
USA/WA-UW-11656/2020	158
USA/WA-S2612/2020	158
USA/WA-UW-11572/2020	158
USA/WA-UW-11277/2020	158
USA/WA-UW-11285/2020	158
USA/WA-UW-12395/2020	158
USA/WA-UW-22784/2020	158
USA/WA-UW-11762/2020	158
USA/WA-UW-11763/2020	158
USA/WA-UW-12531/2020	158
USA/WA-UW-12576/2020	158
USA/WA-UW-12600/2020	158
USA/WA-UW-22493/2020	158
USA/WA-UW-12930/2020	158
USA/WA-S1892/2020	158
USA/WA-S2329/2020	158
USA/WA-S2319/2020	158
USA/WA-S2444/2020	158
USA/WA-S1793/2020	158
USA/WA-S1980/2020	158
USA/WA-S1948/2020	158
USA/WA-S2021/2020	158
USA/WA-S2232/2020	158
USA/WA-S2336/2020	158
USA/WA-S1309/2020	158
USA/WA-S1803/2020	158
USA/WA-S1824/2020	158
USA/WA-S1807/2020	158
USA/WA-S2020/2020	158
USA/WA-S2200/2020	158
USA/WA-S2201/2020	158
USA/WA-S1602/2020	158
USA/WA-S1809/2020	158
USA/WA-S1811/2020	158
USA/WA-S1674/2020	158
USA/WA-S1688/2020	158
USA/WA-S2267/2020	158
USA/WA-S1675/2020	158
USA/WA-S1332/2020	158
USA/WA-S1528/2020	158
USA/WA-S1404/2020	158
USA/WA-S1504/2020	158
USA/WA-S1580/2020	158
USA/WA-S1700/2020	158
USA/WA-S2312/2020	158
USA/WA-S1676/2020	158
USA/WA-S1678/2020	158
USA/WA-S1677/2020	158
USA/WA-S2415/2020	158
USA/WA-S1969/2020	158
USA/WA-S1968/2020	158
USA/WA-S1974/2020	158
USA/WA-S2230/2020	158
USA/WA-S2453/2020	158
USA/WA-S1825/2020	158
USA/WA-S1518/2020	158
USA/WA-S2617/2020	158
USA/WA-S1991/2020	158
USA/WA-S1356/2020	158
USA/WA-S2105/2020	158
USA/WA-S1529/2020	158
USA/WA-S2061/2020	158
USA/WA-S2007/2020	158
USA/WA-S2674/2020	158
USA/WA-S2587/2020	158
USA/WA-S1929/2020	158
USA/WA-S2069/2020	158
USA/WA-S2097/2020	158
USA/WA-S2060/2020	158
USA/WA-S2098/2020	158
USA/WA-S2100/2020	158
USA/WA-S2682/2020	158
USA/WA-S2260/2020	158
USA/WA-S2347/2020	158
USA/WA-S2589/2020	158
USA/WA-S2679/2020	158
USA/WA-S2700/2020	158
USA/WA-S2307/2020	158
USA/WA-S2528/2020	158
USA/WA-S1750/2020	158
USA/WA-S1817/2020	158
USA/WA-S1369/2020	158
USA/WA-S2499/2020	158
USA/WA-S2077/2020	158
USA/WA-S2299/2020	158
USA/WA-S2074/2020	158
USA/WA-S2076/2020	158
USA/WA-S2253/2020	158
USA/WA-S2228/2020	158
USA/WA-S2442/2020	158
USA/WA-S2377/2020	158
USA/WA-S2030/2020	158
USA/WA-S2684/2020	158
USA/WA-S2661/2020	158
USA/WA-S2660/2020	158
USA/WA-S2403/2020	158
USA/WA-S1714/2020	158
USA/WA-S2015/2020	158
USA/WA-UW-23582/2020	158
USA/WA-UW-26867/2020	158
USA/WA-S2108/2020	158
USA/WA-S2262/2020	158
USA/WA-S2564/2020	158
USA/WA-S2659/2020	158
USA/WA-S2524/2020	158
USA/WA-S2526/2020	158
USA/WA-S2259/2020	158
USA/WA-S2381/2020	158
USA/WA-S2406/2020	158
USA/WA-S2522/2020	158
USA/WA-S2430/2020	158
USA/WA-S2521/2020	158
USA/WA-S2344/2020	158
USA/WA-S2527/2020	158
USA/WA-S2402/2020	158
USA/WA-S2459/2020	158
USA/WA-S1680/2020	158
USA/WA-S2407/2020	158
USA/WA-S2428/2020	158
USA/WA-S2425/2020	158
USA/WA-S2494/2020	158
USA/WA-S2404/2020	158
USA/WA-S2397/2020	158
USA/WA-S2283/2020	158
USA/WA-S2286/2020	158
USA/WA-S2476/2020	158
USA/WA-S2554/2020	158
USA/WA-S2857/2020	158
USA/WA-S2579/2020	158
USA/WA-S2480/2020	158
USA/WA-S2534/2020	158
USA/WA-S2553/2020	158
USA/WA-S2620/2020	158
USA/WA-S2621/2020	158
USA/WA-S2623/2020	158
USA/WA-S2624/2020	158
USA/WA-S2626/2020	158
USA/WA-S2668/2020	158
USA/WA-S2622/2020	158
USA/WA-S2625/2020	158
USA/WA-S2358/2020	158
USA/WA-S2536/2020	158
USA/WA-S2533/2020	158
USA/WA-S2482/2020	158
USA/WA-S2532/2020	158
USA/WA-S2483/2020	158
USA/WA-S2537/2020	158
USA/WA-S2479/2020	158
USA/WA-S2475/2020	158
USA/WA-S2477/2020	158
USA/WA-S2481/2020	158
USA/WA-S2531/2020	158
USA/WA-S2478/2020	158
USA/WA-S2378/2020	158
USA/WA-S2669/2020	158
USA/WA-S2538/2020	158
USA/WA-S2547/2020	158
USA/WA-S2708/2020	158
USA/WA-S2706/2020	158
USA/WA-S2541/2020	158
USA/WA-S2543/2020	158
USA/WA-S2552/2020	158
USA/WA-S2548/2020	158
USA/WA-S2544/2020	158
USA/WA-S2542/2020	158
USA/WA-S2549/2020	158
USA/WA-S2551/2020	158
USA/WA-S1359/2020	158
USA/WA-S2343/2020	158
USA/WA-S2472/2020	158
USA/WA-UW-11187/2020	158
USA/WA-UW-11648/2020	158
USA/WA-UW-10453/2020	158
USA/WA-S2144/2020	158
USA/WA-S1885/2020	158
USA/WA-S1886/2020	158
USA/WA-S1686/2020	158
USA/WA-S1880/2020	158
USA/WA-S2236/2020	158
USA/WA-S1748/2020	158
USA/WA-S1783/2020	158
USA/WA-S1917/2020	158
USA/WA-S1814/2020	158
USA/WA-S1782/2020	158
USA/WA-S1761/2020	158
USA/WA-S1365/2020	158
USA/WA-S1382/2020	158
USA/WA-S1659/2020	158
USA/WA-S2029/2020	158
USA/WA-S1655/2020	158
USA/WA-S1721/2020	158
USA/WA-S1799/2020	158
USA/WA-S1773/2020	158
USA/WA-S1390/2020	158
USA/WA-S1403/2020	158
USA/WA-S1414/2020	158
USA/WA-S1503/2020	158
USA/WA-S1715/2020	158
USA/WA-S2604/2020	158
USA/WA-S1949/2020	158
USA/WA-S1533/2020	158
USA/WA-S2235/2020	158
USA/WA-S1881/2020	158
USA/WA-S2212/2020	158
USA/WA-S2017/2020	158
USA/WA-S2138/2020	158
USA/WA-S1671/2020	158
USA/WA-S1946/2020	158
USA/WA-S1630/2020	158
USA/WA-S1628/2020	158
USA/WA-S1627/2020	158
USA/WA-S1629/2020	158
USA/WA-S1695/2020	158
USA/WA-S1553/2020	158
USA/WA-S1731/2020	158
USA/WA-S2356/2020	158
USA/WA-S2323/2020	158
USA/WA-S2468/2020	158
USA/WA-S2488/2020	158
USA/WA-S1662/2020	158
USA/WA-S2440/2020	158
USA/WA-S2576/2020	158
USA/WA-UW-11635/2020	158
USA/WA-S1597/2020	158
USA/WA-S2198/2020	158
USA/WA-S2192/2020	158
USA/WA-S2137/2020	158
USA/WA-S2471/2020	158
USA/WA-S2376/2020	158
USA/WA-S1757/2020	158
USA/WA-S1776/2020	158
USA/WA-S2613/2020	158
USA/WA-S2698/2020	158
USA/WA-S2127/2020	158
USA/WA-S2146/2020	158
USA/WA-S1595/2020	158
USA/WA-S1577/2020	158
USA/WA-S1729/2020	158
USA/WA-S1756/2020	158
USA/WA-S2465/2020	158
USA/WA-S2466/2020	158
USA/WA-S2467/2020	158
USA/WA-S1955/2020	158
USA/WA-S2033/2020	158
USA/WA-S2175/2020	158
USA/WA-S2520/2020	158
USA/WA-S2380/2020	158
USA/WA-S1993/2020	158
USA/WA-S1952/2020	158
USA/WA-S1499/2020	158
USA/WA-S1593/2020	158
USA/WA-S1447/2020	158
USA/WA-S1853/2020	158
USA/WA-S1582/2020	158
USA/WA-S1854/2020	158
USA/WA-S1898/2020	158
USA/WA-S1937/2020	158
USA/WA-S1855/2020	158
USA/WA-S1857/2020	158
USA/WA-S2162/2020	158
USA/WA-S2261/2020	158
USA/WA-S2371/2020	158
USA/WA-S2362/2020	158
USA/WA-S1519/2020	158
USA/WA-S1513/2020	158
USA/WA-S2346/2020	158
USA/WA-S2352/2020	158
USA/WA-S2392/2020	158
USA/WA-S1624/2020	158
USA/WA-S1716/2020	158
USA/WA-S2179/2020	158
USA/WA-S2300/2020	158
USA/WA-S1623/2020	158
USA/WA-S1737/2020	158
USA/WA-S1912/2020	158
USA/WA-UW-12801/2020	158
USA/WA-S2456/2020	158
USA/WA-UW-22389/2020	158
USA/WA-UW-23498/2020	158
USA/WA-S2665/2020	158
USA/WA-S2248/2020	158
USA/WA-S1926/2020	158
USA/WA-S1933/2020	158
USA/WA-S1972/2020	158
USA/WA-S1963/2020	158
USA/WA-S2187/2020	158
USA/WA-S2119/2020	158
USA/WA-S2118/2020	158
USA/WA-S1765/2020	158
USA/WA-S1941/2020	158
USA/WA-S2023/2020	158
USA/WA-S2099/2020	158
USA/WA-S1806/2020	158
USA/WA-S2216/2020	158
USA/WA-S2082/2020	158
USA/WA-S2210/2020	158
USA/WA-S2580/2020	158
USA/WA-S2364/2020	158
USA/WA-S1899/2020	158
USA/WA-S2330/2020	158
USA/WA-S2211/2020	158
USA/WA-S2321/2020	158
USA/WA-S2265/2020	158
USA/WA-S2322/2020	158
USA/WA-S2156/2020	158
USA/WA-S1957/2020	158
USA/WA-S1913/2020	158
USA/WA-S1697/2020	158
USA/WA-S2091/2020	158
USA/WA-S2090/2020	158
USA/WA-UW-12604/2020	158
USA/WA-S2432/2020	158
USA/WA-UW-10599/2020	158
USA/WA-S1914/2020	158
USA/WA-S2071/2020	158
USA/WA-S2070/2020	158
USA/WA-S2297/2020	158
USA/WA-S2039/2020	158
USA/WA-S1652/2020	158
USA/WA-S1849/2020	158
USA/WA-S2018/2020	158
USA/WA-S2026/2020	158
USA/WA-S1759/2020	158
USA/WA-S1986/2020	158
USA/WA-S2206/2020	158
USA/WA-S2306/2020	158
USA/WA-S1964/2020	158
USA/WA-S1967/2020	158
USA/WA-S2027/2020	158
USA/WA-S1669/2020	158
USA/WA-S1735/2020	158
USA/WA-S2233/2020	158
USA/WA-S2401/2020	158
USA/WA-UW-22343/2020	158
USA/WA-UW-22458/2020	158
USA/WA-S2353/2020	158
USA/WA-S2224/2020	158
USA/WA-S2155/2020	158
USA/WA-S2249/2020	158
USA/WA-S2702/2020	158
USA/WA-UW-13003/2020	158
USA/WA-S2687/2020	158
USA/WA-S2080/2020	158
USA/WA-S2414/2020	158
USA/WA-S2331/2020	158
USA/WA-S2315/2020	158
USA/WA-S1736/2020	158
USA/WA-S1657/2020	158
USA/WA-S1966/2020	158
USA/WA-S1703/2020	158
USA/WA-S2208/2020	158
USA/WA-S1805/2020	158
USA/WA-UW-24937/2020	158
USA/WA-S2373/2020	158
USA/WA-S2427/2020	158
USA/WA-S2615/2020	158
USA/WA-S1882/2020	158
USA/WA-S1911/2020	158
USA/WA-S1906/2020	158
USA/WA-S1682/2020	158
USA/WA-S2691/2020	158
USA/WA-S2165/2020	158
USA/WA-S1982/2020	158
USA/WA-S1984/2020	158
USA/WA-S2196/2020	158
USA/WA-S2063/2020	158
USA/WA-S2064/2020	158
USA/WA-S2189/2020	158
USA/WA-S2048/2020	158
USA/WA-S2243/2020	158
USA/WA-S2318/2020	158
USA/WA-S2225/2020	158
USA/WA-S2049/2020	158
USA/WA-S2085/2020	158
USA/WA-S2577/2020	158
USA/WA-S2447/2020	158
USA/WA-S2575/2020	158
USA/WA-S2338/2020	158
USA/WA-S2611/2020	158
USA/WA-S2301/2020	158
USA/WA-S1689/2020	158
USA/WA-S1813/2020	158
USA/WA-S1808/2020	158
USA/WA-S1796/2020	158
USA/WA-S1798/2020	158
USA/WA-S1992/2020	158
USA/WA-S1997/2020	158
USA/WA-S1987/2020	158
USA/WA-S1999/2020	158
USA/WA-S1961/2020	158
USA/WA-S2270/2020	158
USA/WA-S2229/2020	158
USA/WA-S2152/2020	158
USA/WA-S2126/2020	158
USA/WA-S1939/2020	158
USA/WA-S1932/2020	158
USA/WA-S1935/2020	158
USA/WA-S1934/2020	158
USA/WA-S2052/2020	158
USA/WA-S2103/2020	158
USA/WA-S2122/2020	158
USA/WA-S2186/2020	158
USA/WA-S2160/2020	158
USA/WA-S2141/2020	158
USA/WA-S2202/2020	158
USA/WA-S1768/2020	158
USA/WA-S1962/2020	158
USA/WA-S2051/2020	158
USA/WA-S2057/2020	158
USA/WA-S2059/2020	158
USA/WA-S2050/2020	158
USA/WA-S2040/2020	158
USA/WA-S2207/2020	158
USA/WA-S2184/2020	158
USA/WA-S2251/2020	158
USA/WA-S2375/2020	158
USA/WA-S2337/2020	158
USA/WA-S2295/2020	158
USA/WA-S2302/2020	158
USA/WA-S2355/2020	158
USA/WA-S2342/2020	158
USA/WA-S2436/2020	158
USA/WA-S2699/2020	158
USA/WA-S2704/2020	158
USA/WA-S2486/2020	158
USA/WA-S2610/2020	158
USA/WA-S2567/2020	158
USA/WA-S2502/2020	158
USA/WA-S1879/2020	158
USA/WA-S2309/2020	158
USA/WA-S1575/2020	158
USA/WA-S1570/2020	158
